IncomeVerifiable,IncomeRange,IsBorrowerHomeowner,LoanStatus,NewLoanOriginationDate,LoanOriginalAmount
FALSE,"$100,000+",FALSE,Completed,6-2013,10000
FALSE,"$100,000+",FALSE,Completed,7-2008,8000
FALSE,"$100,000+",FALSE,Completed,7-2011,10000
FALSE,"$100,000+",FALSE,Completed,7-2012,6000
FALSE,"$100,000+",FALSE,Completed,7-2013,5500
FALSE,"$100,000+",FALSE,Completed,8-2008,14200
FALSE,"$100,000+",FALSE,Completed,8-2009,1500
FALSE,"$100,000+",FALSE,Completed,8-2011,10000
FALSE,"$100,000+",FALSE,Completed,8-2012,4000
FALSE,"$100,000+",FALSE,Completed,9-2008,21000
FALSE,"$100,000+",FALSE,Completed,9-2009,2500
FALSE,"$100,000+",FALSE,Completed,9-2011,20000
FALSE,"$100,000+",FALSE,Completed,9-2012,15000
FALSE,"$100,000+",FALSE,Completed,9-2013,10000
FALSE,"$100,000+",FALSE,Current,10-2011,54000
FALSE,"$100,000+",FALSE,Current,10-2012,34000
FALSE,"$100,000+",FALSE,Current,10-2013,310500
FALSE,"$100,000+",FALSE,Current,11-2011,27500
FALSE,"$100,000+",FALSE,Current,11-2012,2000
FALSE,"$100,000+",FALSE,Current,11-2013,261000
FALSE,"$100,000+",FALSE,Current,1-2012,33500
FALSE,"$100,000+",FALSE,Current,1-2014,650000
FALSE,"$100,000+",FALSE,Current,12-2011,10000
FALSE,"$100,000+",FALSE,Current,12-2012,48228
FALSE,"$100,000+",FALSE,Current,12-2013,458300
FALSE,"$100,000+",FALSE,Current,2-2012,23500
FALSE,"$100,000+",FALSE,Current,2-2013,24000
FALSE,"$100,000+",FALSE,Current,2-2014,491000
FALSE,"$100,000+",FALSE,Current,3-2012,40000
FALSE,"$100,000+",FALSE,Current,3-2013,69500
FALSE,"$100,000+",FALSE,Current,3-2014,130000
FALSE,"$100,000+",FALSE,Current,4-2011,6500
FALSE,"$100,000+",FALSE,Current,4-2012,51000
FALSE,"$100,000+",FALSE,Current,4-2013,80000
FALSE,"$100,000+",FALSE,Current,5-2011,7500
FALSE,"$100,000+",FALSE,Current,5-2012,40200
FALSE,"$100,000+",FALSE,Current,5-2013,48000
FALSE,"$100,000+",FALSE,Current,6-2011,7750
FALSE,"$100,000+",FALSE,Current,6-2012,63000
FALSE,"$100,000+",FALSE,Current,6-2013,67000
FALSE,"$100,000+",FALSE,Current,7-2012,64000
FALSE,"$100,000+",FALSE,Current,7-2013,68800
FALSE,"$100,000+",FALSE,Current,8-2011,23000
FALSE,"$100,000+",FALSE,Current,8-2012,34000
FALSE,"$100,000+",FALSE,Current,8-2013,98000
FALSE,"$100,000+",FALSE,Current,9-2011,11000
FALSE,"$100,000+",FALSE,Current,9-2012,19000
FALSE,"$100,000+",FALSE,Current,9-2013,102500
FALSE,"$100,000+",FALSE,Defaulted,4-2013,10000
FALSE,"$100,000+",FALSE,Defaulted,3-2013,10000
FALSE,"$100,000+",FALSE,Defaulted,7-2013,10000
FALSE,"$100,000+",FALSE,Past Due (1-15 days),10-2013,10000
FALSE,"$100,000+",FALSE,Past Due (1-15 days),1-2013,8491
FALSE,"$100,000+",FALSE,Past Due (1-15 days),4-2013,4000
FALSE,"$100,000+",FALSE,Past Due (1-15 days),5-2013,4000
FALSE,"$100,000+",FALSE,Past Due (1-15 days),7-2013,10000
FALSE,"$100,000+",FALSE,Past Due (1-15 days),8-2012,4000
FALSE,"$100,000+",FALSE,Past Due (16-30 days),10-2012,11129
FALSE,"$100,000+",FALSE,Past Due (16-30 days),7-2012,12500
FALSE,"$100,000+",FALSE,Past Due (16-30 days),8-2013,10000
FALSE,"$100,000+",FALSE,Past Due (31-60 days),5-2013,10000
FALSE,"$100,000+",FALSE,Past Due (31-60 days),8-2012,9000
FALSE,"$100,000+",FALSE,Past Due (61-90 days),5-2013,4000
FALSE,"$100,000+",FALSE,Past Due (61-90 days),8-2012,4000
FALSE,"$100,000+",FALSE,Past Due (61-90 days),8-2013,10000
FALSE,"$100,000+",FALSE,Past Due (91-120 days),3-2012,4000
FALSE,"$100,000+",FALSE,Past Due (91-120 days),3-2013,4000
FALSE,"$100,000+",FALSE,Past Due (91-120 days),4-2012,4000
FALSE,"$100,000+",FALSE,Past Due (91-120 days),6-2013,4000
FALSE,"$100,000+",TRUE,Chargedoff,10-2008,49500
FALSE,"$100,000+",TRUE,Chargedoff,10-2011,22000
FALSE,"$100,000+",TRUE,Chargedoff,10-2012,4000
FALSE,"$100,000+",TRUE,Chargedoff,11-2009,5500
FALSE,"$100,000+",TRUE,Chargedoff,11-2011,31500
FALSE,"$100,000+",TRUE,Chargedoff,11-2012,15000
FALSE,"$100,000+",TRUE,Chargedoff,1-2012,28000
FALSE,"$100,000+",TRUE,Chargedoff,12-2010,7500
FALSE,"$100,000+",TRUE,Chargedoff,12-2011,16500
FALSE,"$100,000+",TRUE,Chargedoff,2-2010,1000
FALSE,"$100,000+",TRUE,Chargedoff,2-2012,4000
FALSE,"$100,000+",TRUE,Chargedoff,2-2013,4000
FALSE,"$100,000+",TRUE,Chargedoff,3-2010,14880
FALSE,"$100,000+",TRUE,Chargedoff,3-2012,7000
FALSE,"$100,000+",TRUE,Chargedoff,4-2010,22000
FALSE,"$100,000+",TRUE,Chargedoff,4-2011,10000
FALSE,"$100,000+",TRUE,Chargedoff,4-2012,32500
FALSE,"$100,000+",TRUE,Chargedoff,5-2011,7500
FALSE,"$100,000+",TRUE,Chargedoff,5-2012,4000
FALSE,"$100,000+",TRUE,Chargedoff,6-2011,7500
FALSE,"$100,000+",TRUE,Chargedoff,6-2012,12000
FALSE,"$100,000+",TRUE,Chargedoff,7-2008,26000
FALSE,"$100,000+",TRUE,Chargedoff,7-2012,4000
FALSE,"$100,000+",TRUE,Chargedoff,8-2008,93400
FALSE,"$100,000+",TRUE,Chargedoff,8-2011,32500
FALSE,"$100,000+",TRUE,Chargedoff,8-2012,34000
FALSE,"$100,000+",TRUE,Chargedoff,9-2008,88000
FALSE,"$100,000+",TRUE,Chargedoff,9-2010,7000
FALSE,"$100,000+",TRUE,Chargedoff,9-2011,4000
FALSE,"$100,000+",TRUE,Completed,10-2008,79499
FALSE,"$100,000+",TRUE,Completed,10-2009,12500
FALSE,"$100,000+",TRUE,Completed,10-2010,17900
FALSE,"$100,000+",TRUE,Completed,10-2011,42500
FALSE,"$100,000+",TRUE,Completed,10-2012,73000
FALSE,"$100,000+",TRUE,Completed,11-2009,4100
FALSE,"$100,000+",TRUE,Completed,11-2010,13500
FALSE,"$100,000+",TRUE,Completed,11-2011,7500
FALSE,"$100,000+",TRUE,Completed,1-2011,11500
FALSE,"$100,000+",TRUE,Completed,1-2012,32000
FALSE,"$100,000+",TRUE,Completed,1-2013,12000
FALSE,"$100,000+",TRUE,Completed,12-2009,19125
FALSE,"$100,000+",TRUE,Completed,12-2010,15500
FALSE,"$100,000+",TRUE,Completed,12-2011,24500
FALSE,"$100,000+",TRUE,Completed,12-2012,4000
FALSE,"$100,000+",TRUE,Completed,2-2010,3000
FALSE,"$100,000+",TRUE,Completed,2-2011,18000
FALSE,"$100,000+",TRUE,Completed,2-2012,20000
FALSE,"$100,000+",TRUE,Completed,2-2013,2000
FALSE,"$100,000+",TRUE,Completed,3-2010,20999
FALSE,"$100,000+",TRUE,Completed,3-2011,17500
FALSE,"$100,000+",TRUE,Completed,3-2012,31000
FALSE,"$100,000+",TRUE,Completed,3-2013,34000
FALSE,"$100,000+",TRUE,Completed,4-2010,10850
FALSE,"$100,000+",TRUE,Completed,4-2011,9000
FALSE,"$100,000+",TRUE,Completed,4-2012,16000
FALSE,"$100,000+",TRUE,Completed,4-2013,38000
FALSE,"$100,000+",TRUE,Completed,5-2010,6000
FALSE,"$100,000+",TRUE,Completed,5-2011,14000
FALSE,"$100,000+",TRUE,Completed,5-2012,36000
FALSE,"$100,000+",TRUE,Completed,5-2013,15000
FALSE,"$100,000+",TRUE,Completed,6-2010,15000
FALSE,"$100,000+",TRUE,Completed,6-2011,33597
FALSE,"$100,000+",TRUE,Completed,6-2012,30000
FALSE,"$100,000+",TRUE,Completed,7-2007,7500
FALSE,"$100,000+",TRUE,Completed,7-2008,183950
FALSE,"$100,000+",TRUE,Completed,7-2010,21700
FALSE,"$100,000+",TRUE,Completed,7-2011,22000
FALSE,"$100,000+",TRUE,Completed,7-2012,40000
FALSE,"$100,000+",TRUE,Completed,7-2013,14000
FALSE,"$100,000+",TRUE,Completed,8-2008,38750
FALSE,"$100,000+",TRUE,Completed,8-2010,4000
FALSE,"$100,000+",TRUE,Completed,8-2011,15000
FALSE,"$100,000+",TRUE,Completed,8-2012,27000
FALSE,"$100,000+",TRUE,Completed,8-2013,10000
FALSE,"$100,000+",TRUE,Completed,9-2008,105000
FALSE,"$100,000+",TRUE,Completed,9-2009,7900
FALSE,"$100,000+",TRUE,Completed,9-2010,31500
FALSE,"$100,000+",TRUE,Completed,9-2011,28500
FALSE,"$100,000+",TRUE,Completed,9-2012,32000
FALSE,"$100,000+",TRUE,Current,10-2011,41980
FALSE,"$100,000+",TRUE,Current,10-2012,19000
FALSE,"$100,000+",TRUE,Current,10-2013,321500
FALSE,"$100,000+",TRUE,Current,11-2011,42500
FALSE,"$100,000+",TRUE,Current,11-2012,58450
FALSE,"$100,000+",TRUE,Current,11-2013,426075
FALSE,"$100,000+",TRUE,Current,1-2012,42000
FALSE,"$100,000+",TRUE,Current,1-2013,50500
FALSE,"$100,000+",TRUE,Current,1-2014,881000
FALSE,"$100,000+",TRUE,Current,12-2011,35000
FALSE,"$100,000+",TRUE,Current,12-2012,90320
FALSE,"$100,000+",TRUE,Current,12-2013,921499
FALSE,"$100,000+",TRUE,Current,2-2012,66000
FALSE,"$100,000+",TRUE,Current,2-2013,80500
FALSE,"$100,000+",TRUE,Current,2-2014,738000
FALSE,"$100,000+",TRUE,Current,3-2011,5400
FALSE,"$100,000+",TRUE,Current,3-2012,38000
FALSE,"$100,000+",TRUE,Current,3-2013,84500
FALSE,"$100,000+",TRUE,Current,3-2014,266050
FALSE,"$100,000+",TRUE,Current,4-2011,15000
FALSE,"$100,000+",TRUE,Current,4-2012,38500
FALSE,"$100,000+",TRUE,Current,4-2013,102000
FALSE,"$100,000+",TRUE,Current,5-2011,22075
FALSE,"$100,000+",TRUE,Current,5-2012,71000
FALSE,"$100,000+",TRUE,Current,5-2013,160000
FALSE,"$100,000+",TRUE,Current,6-2011,28700
FALSE,"$100,000+",TRUE,Current,6-2012,56500
FALSE,"$100,000+",TRUE,Current,6-2013,98000
FALSE,"$100,000+",TRUE,Current,7-2011,22500
FALSE,"$100,000+",TRUE,Current,7-2012,67000
FALSE,"$100,000+",TRUE,Current,7-2013,94500
FALSE,"$100,000+",TRUE,Current,8-2011,26500
FALSE,"$100,000+",TRUE,Current,8-2012,84000
FALSE,"$100,000+",TRUE,Current,8-2013,95000
FALSE,"$100,000+",TRUE,Current,9-2011,31500
FALSE,"$100,000+",TRUE,Current,9-2012,35000
FALSE,"$100,000+",TRUE,Current,9-2013,128500
FALSE,"$100,000+",TRUE,Defaulted,10-2008,6025
FALSE,"$100,000+",TRUE,Defaulted,1-2012,4000
FALSE,"$100,000+",TRUE,Defaulted,12-2011,7000
FALSE,"$100,000+",TRUE,Defaulted,2-2012,4000
FALSE,"$100,000+",TRUE,Defaulted,2-2013,4000
FALSE,"$100,000+",TRUE,Defaulted,4-2011,6815
FALSE,"$100,000+",TRUE,Defaulted,5-2010,5000
FALSE,"$100,000+",TRUE,Defaulted,7-2008,41000
FALSE,"$100,000+",TRUE,Defaulted,8-2008,90000
FALSE,"$100,000+",TRUE,Defaulted,8-2011,7500
FALSE,"$100,000+",TRUE,Defaulted,8-2012,4000
FALSE,"$100,000+",TRUE,Defaulted,9-2008,14000
FALSE,"$100,000+",TRUE,Defaulted,9-2012,13000
FALSE,"$100,000+",TRUE,FinalPaymentInProgress,10-2012,12000
FALSE,"$100,000+",TRUE,FinalPaymentInProgress,3-2011,7500
FALSE,"$100,000+",TRUE,FinalPaymentInProgress,3-2012,15000
FALSE,"$100,000+",TRUE,Past Due (1-15 days),10-2012,4000
FALSE,"$100,000+",TRUE,Past Due (1-15 days),10-2013,30000
FALSE,"$100,000+",TRUE,Past Due (1-15 days),12-2011,10000
FALSE,"$100,000+",TRUE,Past Due (1-15 days),3-2012,15000
FALSE,"$100,000+",TRUE,Past Due (1-15 days),4-2012,8000
FALSE,"$100,000+",TRUE,Past Due (16-30 days),12-2013,3000
FALSE,"$100,000+",TRUE,Past Due (31-60 days),12-2011,5000
FALSE,"$1-24,999",FALSE,Chargedoff,10-2007,5970
FALSE,"$1-24,999",FALSE,Chargedoff,10-2008,10600
FALSE,"$1-24,999",FALSE,Chargedoff,10-2009,1000
FALSE,"$1-24,999",FALSE,Chargedoff,10-2010,2000
FALSE,"$1-24,999",FALSE,Chargedoff,10-2011,8389
FALSE,"$1-24,999",FALSE,Chargedoff,10-2012,21000
FALSE,"$1-24,999",FALSE,Chargedoff,11-2009,2200
FALSE,"$1-24,999",FALSE,Chargedoff,11-2010,12000
FALSE,"$1-24,999",FALSE,Chargedoff,11-2011,24680
FALSE,"$1-24,999",FALSE,Chargedoff,11-2012,5000
FALSE,"$1-24,999",FALSE,Chargedoff,1-2008,2850
FALSE,"$1-24,999",FALSE,Chargedoff,1-2012,31800
FALSE,"$1-24,999",FALSE,Chargedoff,1-2013,2000
FALSE,"$1-24,999",FALSE,Chargedoff,12-2009,1125
FALSE,"$1-24,999",FALSE,Chargedoff,12-2010,8500
FALSE,"$1-24,999",FALSE,Chargedoff,12-2011,29000
FALSE,"$1-24,999",FALSE,Chargedoff,12-2012,4000
FALSE,"$1-24,999",FALSE,Chargedoff,2-2010,3200
FALSE,"$1-24,999",FALSE,Chargedoff,2-2011,2400
FALSE,"$1-24,999",FALSE,Chargedoff,2-2012,8000
FALSE,"$1-24,999",FALSE,Chargedoff,3-2007,32000
FALSE,"$1-24,999",FALSE,Chargedoff,3-2010,5000
FALSE,"$1-24,999",FALSE,Chargedoff,3-2011,4200
FALSE,"$1-24,999",FALSE,Chargedoff,3-2012,27300
FALSE,"$1-24,999",FALSE,Chargedoff,4-2007,11802
FALSE,"$1-24,999",FALSE,Chargedoff,4-2010,10150
FALSE,"$1-24,999",FALSE,Chargedoff,4-2011,13709
FALSE,"$1-24,999",FALSE,Chargedoff,4-2012,28000
FALSE,"$1-24,999",FALSE,Chargedoff,5-2007,2000
FALSE,"$1-24,999",FALSE,Chargedoff,5-2010,11500
FALSE,"$1-24,999",FALSE,Chargedoff,5-2011,29849
FALSE,"$1-24,999",FALSE,Chargedoff,5-2012,15847
FALSE,"$1-24,999",FALSE,Chargedoff,6-2007,25000
FALSE,"$1-24,999",FALSE,Chargedoff,6-2011,10991
FALSE,"$1-24,999",FALSE,Chargedoff,6-2012,27000
FALSE,"$1-24,999",FALSE,Chargedoff,6-2013,8000
FALSE,"$1-24,999",FALSE,Chargedoff,7-2007,19750
FALSE,"$1-24,999",FALSE,Chargedoff,7-2008,18600
FALSE,"$1-24,999",FALSE,Chargedoff,7-2011,14500
FALSE,"$1-24,999",FALSE,Chargedoff,7-2012,31000
FALSE,"$1-24,999",FALSE,Chargedoff,8-2008,45500
FALSE,"$1-24,999",FALSE,Chargedoff,8-2010,3000
FALSE,"$1-24,999",FALSE,Chargedoff,8-2011,27000
FALSE,"$1-24,999",FALSE,Chargedoff,8-2012,38000
FALSE,"$1-24,999",FALSE,Chargedoff,9-2008,11200
FALSE,"$1-24,999",FALSE,Chargedoff,9-2011,5000
FALSE,"$1-24,999",FALSE,Chargedoff,9-2012,45000
FALSE,"$1-24,999",FALSE,Completed,10-2007,1600
FALSE,"$1-24,999",FALSE,Completed,10-2008,29000
FALSE,"$1-24,999",FALSE,Completed,10-2009,3500
FALSE,"$1-24,999",FALSE,Completed,10-2010,10000
FALSE,"$1-24,999",FALSE,Completed,10-2011,25900
FALSE,"$1-24,999",FALSE,Completed,10-2012,30000
FALSE,"$1-24,999",FALSE,Completed,11-2009,26448
FALSE,"$1-24,999",FALSE,Completed,11-2010,15150
FALSE,"$1-24,999",FALSE,Completed,11-2011,18900
FALSE,"$1-24,999",FALSE,Completed,11-2012,15017
FALSE,"$1-24,999",FALSE,Completed,1-2010,12699
FALSE,"$1-24,999",FALSE,Completed,1-2011,17000
FALSE,"$1-24,999",FALSE,Completed,1-2012,17000
FALSE,"$1-24,999",FALSE,Completed,1-2013,5000
FALSE,"$1-24,999",FALSE,Completed,12-2007,1100
FALSE,"$1-24,999",FALSE,Completed,12-2009,15700
FALSE,"$1-24,999",FALSE,Completed,12-2010,29650
FALSE,"$1-24,999",FALSE,Completed,12-2011,41000
FALSE,"$1-24,999",FALSE,Completed,12-2012,11000
FALSE,"$1-24,999",FALSE,Completed,2-2010,7000
FALSE,"$1-24,999",FALSE,Completed,2-2011,24000
FALSE,"$1-24,999",FALSE,Completed,2-2012,23240
FALSE,"$1-24,999",FALSE,Completed,3-2010,8922
FALSE,"$1-24,999",FALSE,Completed,3-2011,14600
FALSE,"$1-24,999",FALSE,Completed,3-2012,21500
FALSE,"$1-24,999",FALSE,Completed,3-2013,2000
FALSE,"$1-24,999",FALSE,Completed,4-2007,37600
FALSE,"$1-24,999",FALSE,Completed,4-2010,27600
FALSE,"$1-24,999",FALSE,Completed,4-2011,35125
FALSE,"$1-24,999",FALSE,Completed,4-2012,30000
